Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Flag_New,Flag_Old,Flag_Recent,Flag_EcoEngine,Flag_Luxury,Flag_TopSeller,Flag_LowSeller
M3,2014,Africa,Black,Hybrid,Manual,2.4,180096,33093.0,2976,Low,0,1,0,0,0,0,0
X3,2010,North America,Black,Electric,Manual,2.0,191879,50319.0,1311,Low,0,1,0,0,0,0,1
X1,2012,Africa,White,Electric,Automatic,4.3,185093,108905.0,5952,Low,0,1,0,0,1,0,0
i8,2019,Africa,Silver,Hybrid,Manual,2.3,187214,31212.0,3778,Low,0,0,0,0,0,0,0
3 Series,2021,South America,Black,Electric,Automatic,2.0,162323,72641.0,4298,Low,0,0,1,0,0,0,0
5 Series,2017,Europe,Silver,Electric,Manual,3.7,69712,82957.0,8127,High,0,1,0,0,1,1,0
M3,2024,Africa,White,Hybrid,Manual,1.8,2655,91248.0,8772,High,0,0,1,0,1,1,0
X3,2020,Asia,Silver,Hybrid,Manual,1.7,66746,113110.0,3430,Low,0,0,1,1,1,0,0
i3,2015,Asia,Red,Diesel,Manual,1.9,90245,34249.0,8483,High,0,1,0,0,0,1,0
7 Series,2017,North America,White,Hybrid,Manual,1.5,7334,77120.0,6825,Low,0,1,0,1,1,0,0
X1,2018,Asia,Black,Hybrid,Manual,3.9,13275,79969.0,9134,High,0,1,0,0,1,1,0
X1,2013,South America,Blue,Hybrid,Manual,3.5,128136,101839.0,125,Low,0,1,0,0,1,0,1
X5,2010,Africa,Black,Diesel,Automatic,2.2,187108,105887.0,5236,Low,0,1,0,0,1,0,0
X5,2023,South America,White,Diesel,Manual,2.3,162977,31112.0,2466,Low,0,0,1,0,0,0,1
7 Series,2010,South America,Black,Petrol,Manual,4.3,52940,51743.0,4350,Low,0,1,0,0,0,0,0
X1,2019,Europe,White,Hybrid,Automatic,3.3,106294,102607.0,7920,High,0,0,0,0,1,1,0
i8,2013,Europe,Red,Diesel,Manual,3.9,106314,113159.0,113,Low,0,1,0,0,1,0,1
M3,2021,Asia,Blue,Diesel,Automatic,3.1,139850,34852.0,2275,Low,0,0,1,0,0,0,1
7 Series,2023,Asia,Blue,Diesel,Automatic,2.3,52061,96938.0,1714,Low,0,0,1,0,1,0,1
X5,2016,North America,White,Petrol,Manual,4.9,88027,103663.0,9847,High,0,1,0,0,1,1,0
3 Series,2011,Asia,Blue,Diesel,Automatic,3.5,196822,74108.0,4182,Low,0,1,0,0,0,0,0
M5,2012,Asia,Black,Electric,Automatic,2.0,65212,48461.0,3244,Low,0,1,0,0,0,0,0
X3,2010,Middle East,Red,Diesel,Automatic,2.9,35130,113525.0,6461,Low,0,1,0,0,1,0,0
M3,2014,Europe,Blue,Hybrid,Automatic,2.7,129742,111245.0,9520,High,0,1,0,0,1,1,0
X3,2010,South America,Blue,Electric,Automatic,2.2,73482,61329.0,4579,Low,0,1,0,0,0,0,0
X5,2017,Africa,Silver,Petrol,Automatic,4.8,32268,68638.0,7530,High,0,1,0,0,0,0,0
X5,2010,North America,Grey,Diesel,Manual,4.6,53211,116928.0,9850,High,0,1,0,0,1,1,0
M3,2020,South America,Grey,Petrol,Manual,2.2,154481,100103.0,9122,High,0,0,1,0,1,1,0
7 Series,2010,South America,Silver,Hybrid,Manual,2.7,147526,35576.0,1916,Low,0,1,0,0,0,0,1
X1,2011,South America,Blue,Diesel,Manual,4.2,183658,52709.0,3813,Low,0,1,0,0,0,0,0
i3,2011,North America,Grey,Electric,Automatic,2.2,131725,73410.0,6205,Low,0,1,0,0,0,0,0
M5,2021,South America,Black,Electric,Manual,3.6,50949,40782.0,6688,Low,0,0,1,0,0,0,0
i3,2015,Europe,Grey,Electric,Manual,3.9,20717,79002.0,1402,Low,0,1,0,0,1,0,1
5 Series,2016,Middle East,Silver,Petrol,Manual,3.8,135036,38344.0,8273,High,0,1,0,0,0,1,0
M3,2014,Europe,White,Petrol,Manual,4.0,29746,103056.0,7577,High,0,1,0,0,1,1,0
M3,2010,Europe,Black,Hybrid,Manual,4.0,87426,60458.0,9098,High,0,1,0,0,0,1,0
M5,2010,Europe,Red,Diesel,Manual,4.9,28560,32486.0,4427,Low,0,1,0,0,0,0,0
X5,2012,North America,White,Diesel,Manual,2.7,68627,65633.0,9311,High,0,1,0,0,0,1,0
3 Series,2023,Africa,Black,Petrol,Manual,4.6,95366,101460.0,3182,Low,0,0,1,0,1,0,0
i3,2011,Africa,White,Diesel,Manual,1.6,97680,115240.0,5797,Low,0,1,0,1,1,0,0
X3,2014,Africa,Red,Diesel,Manual,2.5,198457,114845.0,577,Low,0,1,0,0,1,0,1
i3,2021,Europe,White,Hybrid,Automatic,1.7,129001,105938.0,3288,Low,0,0,1,1,1,0,0
X3,2019,South America,Red,Electric,Manual,3.8,171481,42383.0,7041,High,0,0,0,0,0,0,0
i8,2015,Africa,Red,Diesel,Manual,1.9,60913,43439.0,5284,Low,0,1,0,0,0,0,0
i8,2016,Europe,Blue,Petrol,Manual,4.5,191604,59627.0,9454,High,0,1,0,0,0,1,0
5 Series,2013,Asia,Blue,Hybrid,Automatic,3.8,45722,74501.0,6935,Low,0,1,0,0,0,0,0
M3,2016,Middle East,Blue,Electric,Manual,1.6,38412,81786.0,5058,Low,0,1,0,1,1,0,0
3 Series,2020,South America,Grey,Diesel,Manual,4.0,175591,64007.0,7793,High,0,0,1,0,0,1,0
M3,2017,North America,Silver,Petrol,Manual,4.5,164356,36497.0,2353,Low,0,1,0,0,0,0,1
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061.0,4643,Low,0,0,1,0,1,0,0
X1,2010,Africa,Grey,Diesel,Automatic,1.6,100516,49598.0,1252,Low,0,1,0,1,0,0,1
i3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994.0,1675,Low,0,0,1,0,0,0,1
M5,2015,Asia,White,Petrol,Automatic,4.1,95889,52950.0,6177,Low,0,1,0,0,0,0,0
M5,2017,Middle East,Grey,Diesel,Automatic,2.8,55643,96914.0,4669,Low,0,1,0,0,1,0,0
i3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122.0,5178,Low,0,1,0,0,1,0,0
M5,2013,Asia,Silver,Diesel,Automatic,3.2,193534,70907.0,8254,High,0,1,0,0,0,1,0
M3,2011,South America,Grey,Petrol,Manual,4.5,137855,96941.0,6712,Low,0,1,0,0,1,0,0
i8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074.0,2845,Low,0,1,0,0,0,0,0
M3,2015,North America,Grey,Electric,Automatic,1.9,167647,88780.0,4997,Low,0,1,0,0,1,0,0
3 Series,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453.0,7286,High,0,0,1,0,0,0,0
i3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658.0,9124,High,0,0,1,1,1,1,0
X6,2010,Europe,White,Hybrid,Manual,4.7,7762,61914.0,5045,Low,0,1,0,0,0,0,0
X6,2018,South America,Grey,Diesel,Manual,2.6,40764,116735.0,4709,Low,0,1,0,0,1,0,0
i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742.0,1482,Low,0,0,1,0,1,0,1
M5,2020,Africa,Grey,Petrol,Automatic,2.0,195911,64700.0,3134,Low,0,0,1,0,0,0,0
X3,2015,Middle East,Grey,Diesel,Automatic,4.7,134039,70672.0,6856,Low,0,1,0,0,0,0,0
3 Series,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284.0,3730,Low,0,0,1,0,0,0,0
M3,2012,Europe,White,Diesel,Manual,4.7,194359,93837.0,8190,High,0,1,0,0,1,1,0
7 Series,2013,Africa,Red,Diesel,Manual,3.9,143864,74401.0,9067,High,0,1,0,0,0,1,0
3 Series,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265.0,5726,Low,0,0,1,0,1,0,0
7 Series,2020,Asia,White,Petrol,Automatic,2.6,188234,71570.0,3284,Low,0,0,1,0,0,0,0
i8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118.0,7254,High,0,1,0,0,0,0,0
i3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919.0,2377,Low,0,1,0,0,1,0,1
M5,2019,Asia,Blue,Hybrid,Automatic,4.7,164678,49840.0,1883,Low,0,0,0,0,0,0,1
3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,99478.0,520,Low,0,1,0,0,1,0,1
X1,2024,Europe,Grey,Diesel,Manual,4.0,87263,71666.0,8913,High,0,0,1,0,0,1,0
i3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512.0,2353,Low,0,1,0,0,1,0,1
X3,2013,South America,Grey,Petrol,Manual,2.0,156944,55881.0,6169,Low,0,1,0,0,0,0,0
M5,2016,Africa,White,Diesel,Automatic,4.5,39593,109963.0,113,Low,0,1,0,0,1,0,1
X5,2013,Europe,White,Diesel,Automatic,3.0,162617,79299.0,2353,Low,0,1,0,0,1,0,1
i3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141.0,8132,High,0,1,0,0,0,1,0
X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553.0,1718,Low,0,1,0,0,1,0,1
3 Series,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369.0,5481,Low,0,1,0,0,1,0,0
X6,2016,Europe,Black,Electric,Manual,1.6,28972,89763.0,7436,High,0,1,0,1,1,0,0
X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994.0,6327,Low,0,1,0,0,1,0,0
i3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138.0,5415,Low,0,1,0,0,1,0,0
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741.0,2737,Low,0,1,0,0,1,0,0
X1,2020,Europe,Grey,Petrol,Automatic,5.0,64144,39207.0,4488,Low,0,0,1,0,0,0,0
5 Series,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030.0,1849,Low,0,0,1,0,0,0,1
X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271.0,6300,Low,0,1,0,0,0,0,0
X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749.0,3108,Low,0,1,0,1,0,0,0
M3,2011,Africa,White,Hybrid,Manual,2.9,49603,80312.0,2792,Low,0,1,0,0,1,0,0
i3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891.0,3901,Low,0,1,0,0,1,0,0
i3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609.0,897,Low,0,0,1,0,0,0,1
i3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036.0,3108,Low,0,0,1,0,0,0,0
X6,2019,Africa,Grey,Hybrid,Manual,3.0,199006,116494.0,9003,High,0,0,0,0,1,1,0
3 Series,2012,Africa,Red,Electric,Automatic,2.3,190156,116827.0,9454,High,0,1,0,0,1,1,0
X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705.0,7064,High,0,1,0,0,1,0,0
5 Series,2021,North America,White,Petrol,Manual,4.9,128242,51552.0,4585,Low,0,0,1,0,0,0,0
7 Series,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230.0,4515,Low,0,0,0,0,0,0,0
i8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606.0,9586,High,0,1,0,0,1,1,0
i8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301.0,9597,High,0,1,0,0,1,1,0
i8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381.0,9156,High,0,0,1,0,1,1,0
5 Series,2010,South America,Red,Electric,Automatic,4.0,9951,39129.0,8440,High,0,1,0,0,0,1,0
3 Series,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042.0,2463,Low,0,1,0,0,1,0,1
i8,2010,South America,Red,Diesel,Manual,1.6,76908,48463.0,3398,Low,0,1,0,1,0,0,0
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959.0,8066,High,0,0,1,0,1,1,0
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595.0,5829,Low,0,0,1,0,1,0,0
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106.0,6254,Low,0,1,0,0,1,0,0
7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107.0,7608,High,0,1,0,0,1,1,0
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790.0,2156,Low,0,0,1,1,1,0,1
i8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409.0,5098,Low,0,1,0,0,0,0,0
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394.0,5095,Low,0,1,0,0,1,0,0
7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062.0,305,Low,0,1,0,0,0,0,1
i8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714.0,5960,Low,0,1,0,1,0,0,0
3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565.0,3990,Low,0,1,0,0,1,0,0
5 Series,2012,Middle East,Blue,Electric,Automatic,3.0,121611,76420.0,6844,Low,0,1,0,0,1,0,0
M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269.0,2781,Low,0,1,0,0,0,0,0
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049.0,1386,Low,0,1,0,0,1,0,1
3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905.0,7571,High,0,1,0,0,0,1,0
i3,2017,South America,Grey,Petrol,Automatic,4.0,174519,31948.0,5863,Low,0,1,0,0,0,0,0
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518.0,7163,High,0,1,0,0,0,0,0
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814.0,5037,Low,0,1,0,0,1,0,0
5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488.0,8943,High,0,1,0,0,0,1,0
i8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401.0,288,Low,0,0,1,0,0,0,1
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905.0,5184,Low,0,1,0,0,0,0,0
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778.0,8167,High,0,1,0,0,0,1,0
X6,2013,South America,Red,Petrol,Manual,4.0,142408,60324.0,2195,Low,0,1,0,0,0,0,1
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708.0,3657,Low,0,1,0,0,0,0,0
M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637.0,9121,High,0,1,0,0,1,1,0
i8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643.0,4751,Low,0,1,0,0,1,0,0
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115.0,874,Low,0,0,1,0,0,0,1
3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258.0,9890,High,0,1,0,0,1,1,0
7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128.0,7301,High,0,0,1,0,0,0,0
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111.0,4242,Low,0,1,0,0,0,0,0
M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792.0,3324,Low,0,1,0,0,1,0,0
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794.0,9284,High,0,1,0,1,0,1,0
i3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537.0,5387,Low,0,0,1,0,1,0,0
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625.0,3309,Low,0,1,0,0,1,0,0
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463.0,7111,High,0,0,1,0,0,0,0
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785.0,1625,Low,0,1,0,0,1,0,1
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495.0,489,Low,0,1,0,0,1,0,1
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829.0,7118,High,0,1,0,0,1,0,0
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903.0,8924,High,0,1,0,1,1,1,0
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363.0,642,Low,0,0,1,0,1,0,1
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982.0,4366,Low,0,1,0,0,1,0,0
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725.0,1404,Low,0,1,0,0,1,0,1
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344.0,8358,High,0,1,0,0,0,1,0
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561.0,3816,Low,0,1,0,0,0,0,0
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157.0,9680,High,0,1,0,0,0,1,0
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419.0,7109,High,0,0,1,0,0,0,0
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387.0,6211,Low,0,1,0,0,1,0,0
X6,2013,South America,White,Electric,Manual,4.1,183126,36457.0,1866,Low,0,1,0,0,0,0,1
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190.0,143,Low,0,1,0,0,0,0,1
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852.0,5802,Low,0,1,0,0,1,0,0
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537.0,5924,Low,0,1,0,0,1,0,0
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075.0,9184,High,0,1,0,0,0,1,0
i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486.0,4936,Low,0,1,0,0,0,0,0
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267.0,2849,Low,0,1,0,0,0,0,0
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462.0,5903,Low,0,0,1,1,1,0,0
i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084.0,4541,Low,0,0,1,0,0,0,0
i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952.0,9131,High,0,1,0,0,1,1,0
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593.0,3220,Low,0,1,0,0,0,0,0
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617.0,1909,Low,0,1,0,0,1,0,1
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543.0,6657,Low,0,1,0,0,0,0,0
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512.0,9966,High,0,0,1,0,1,1,0
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088.0,2930,Low,0,0,1,0,1,0,0
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377.0,9525,High,0,1,0,0,0,1,0
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990.0,8543,High,0,1,0,0,0,1,0
i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946.0,2452,Low,0,0,1,0,0,0,1
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370.0,6148,Low,0,1,0,0,0,0,0
3 Series,2015,Africa,Red,Electric,Automatic,5.0,69854,58429.0,8981,High,0,1,0,0,0,1,0
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284.0,241,Low,0,1,0,0,0,0,1
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201.0,5760,Low,0,0,1,0,1,0,0
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712.0,6726,Low,0,0,1,0,0,0,0
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468.0,8241,High,0,1,0,0,1,1,0
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911.0,4321,Low,0,1,0,0,1,0,0
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649.0,6736,Low,0,0,1,0,0,0,0
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915.0,9841,High,0,1,0,0,0,1,0
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134.0,904,Low,0,0,1,0,0,0,1
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569.0,4431,Low,0,0,1,0,1,0,0
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721.0,7521,High,0,1,0,0,1,0,0
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621.0,4611,Low,0,1,0,0,1,0,0
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581.0,6866,Low,0,0,1,0,1,0,0
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248.0,8095,High,0,0,1,0,0,1,0
i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934.0,1818,Low,0,1,0,0,1,0,1
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651.0,1054,Low,0,1,0,0,1,0,1
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319.0,3307,Low,0,1,0,0,1,0,0
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946.0,6000,Low,0,1,0,0,0,0,0
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093.0,7103,High,0,1,0,0,0,0,0
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769.0,1942,Low,0,0,1,0,0,0,1
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946.0,2018,Low,0,0,1,0,1,0,1
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751.0,5122,Low,0,0,1,0,0,0,0
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380.0,2118,Low,0,0,1,0,0,0,1
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130.0,9240,High,0,0,1,0,0,1,0
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147.0,8800,High,0,1,0,0,0,1,0
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187.0,3942,Low,0,1,0,0,0,0,0
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190.0,6344,Low,0,1,0,0,0,0,0
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385.0,634,Low,0,0,1,0,0,0,1
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896.0,398,Low,0,1,0,0,0,0,1
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758.0,7978,High,0,1,0,0,1,1,0
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367.0,6565,Low,0,1,0,0,1,0,0
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468.0,9374,High,0,0,1,0,0,1,0
i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124.0,2613,Low,0,1,0,0,1,0,0
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861.0,5453,Low,0,0,1,0,1,0,0
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421.0,867,Low,0,1,0,0,1,0,1
i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980.0,6665,Low,0,0,1,0,1,0,0
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320.0,101,Low,0,1,0,0,0,0,1
i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016.0,4938,Low,0,0,1,0,0,0,0
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634.0,5754,Low,0,1,0,0,0,0,0
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139.0,1560,Low,0,1,0,1,1,0,1
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232.0,4545,Low,0,0,1,0,0,0,0
i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586.0,5532,Low,0,0,1,0,1,0,0
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079.0,6074,Low,0,1,0,0,1,0,0
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483.0,9417,High,0,1,0,0,0,1,0
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072.0,3588,Low,0,1,0,0,1,0,0
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723.0,1251,Low,0,1,0,0,0,0,1
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433.0,9105,High,0,1,0,0,1,1,0
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655.0,7876,High,0,1,0,0,0,1,0
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531.0,7317,High,0,0,0,0,0,0,0
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647.0,1983,Low,0,0,1,0,1,0,1
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693.0,5817,Low,0,1,0,0,1,0,0
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148.0,7231,High,0,0,0,0,1,0,0
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901.0,222,Low,0,1,0,0,1,0,1
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998.0,7313,High,0,1,0,0,0,0,0
i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659.0,1786,Low,0,0,1,0,0,0,1
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238.0,8514,High,0,1,0,0,0,1,0
X6,2011,South America,Blue,Petrol,Manual,3.0,169730,86385.0,9968,High,0,1,0,0,1,1,0
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709.0,8047,High,0,0,1,0,1,1,0
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754.0,5839,Low,0,1,0,0,1,0,0
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361.0,1339,Low,0,1,0,0,0,0,1
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517.0,9462,High,0,1,0,0,0,1,0
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117.0,7270,High,0,0,1,0,1,0,0
i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815.0,2879,Low,0,0,1,0,1,0,0
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968.0,2165,Low,0,0,0,0,1,0,1
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034.0,4455,Low,0,1,0,0,1,0,0
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856.0,2035,Low,0,0,0,0,1,0,1
i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702.0,7510,High,0,1,0,0,0,0,0
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819.0,9025,High,0,1,0,0,0,1,0
X1,2010,Africa,Black,Diesel,Automatic,5.0,37731,33141.0,5113,Low,0,1,0,0,0,0,0
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226.0,7616,High,0,1,0,0,0,1,0
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171.0,6688,Low,0,0,1,1,1,0,0
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989.0,9390,High,0,1,0,0,0,1,0
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748.0,3539,Low,0,1,0,0,0,0,0
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785.0,7315,High,0,0,1,0,0,0,0
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265.0,9879,High,0,0,0,0,0,1,0
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605.0,8533,High,0,1,0,0,0,1,0
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185.0,335,Low,0,0,0,0,0,0,1
i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406.0,993,Low,0,1,0,0,1,0,1
i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071.0,8143,High,0,1,0,0,0,1,0
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628.0,8340,High,0,1,0,0,1,1,0
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693.0,6324,Low,0,1,0,0,1,0,0
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453.0,7795,High,0,0,1,0,1,1,0
